Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
"2000000000227";"Produto";"ALIANÇA CROMADA";1.25;5.00;0.00;0.00;"Unidade";"Não";"BIJUTERIAS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"ALIANÇA CROMADA";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000228";"Produto";"ANEIS DIVERSOS";5.25;7.00;0.00;0.00;"Unidade";"Sim";"BIJUTERIAS";"ACESSORIOS";"Sim";0.000;4.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"ANEIS DIVERSOS";0.00;7.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000229";"Produto";"PRESILHA PARA CABELO BICO DE PATO";3.00;6.00;0.00;0.00;"Unidade";"Sim";"BIJUTERIAS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PRESILHA PARA CABELO BICO DE PATO";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000230";"Produto";"BOLSA NOTEBOOK";5.00;10.00;0.00;0.00;"Unidade";"Não";"BOLSAS E MALAS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BOLSA NOTEBOOK";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000231";"Produto";"BOLSA MÉDIA VERNIZ";25.80;59.90;0.00;0.00;"Unidade";"Sim";"BOLSAS E MALAS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BOLSA MÉDIA VERNIZ";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000232";"Produto";"BOLSA FEMININA GRANDE";50.00;100.00;0.00;0.00;"Unidade";"Não";"BOLSAS E MALAS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BOLSA FEMININA GRANDE";0.00;100.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000233";"Produto";"BOMBA P/ ENCHER BOLA";7.00;14.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BOMBA P/ ENCHER BOLA";0.00;14.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000234";"Produto";"BONE DIVERSOS";17.00;29.90;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;3.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"BONE DIVERSOS";0.00;29.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000235";"Produto";"BRINCOS DIVERSOS MEDIO";3.33;6.00;0.00;0.00;"Unidade";"Sim";"BIJUTERIAS";"ACESSORIOS";"Sim";0.000;4.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BRINCOS DIVERSOS MEDIO";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000236";"Produto";"BRINCOS DIVERSOS PEQUENO";0.66;3.00;0.00;0.00;"Unidade";"Não";"BIJUTERIAS";"";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BRINCOS DIVERSOS PEQUENO";0.00;3.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000237";"Produto";"CADEADO";4.16;10.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;7.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CADEADO";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000238";"Produto";"CARREGADOR UNIVERSAL";6.00;15.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CARREGADOR UNIVERSAL";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000239";"Produto";"CARTEIRA MASCULINA";9.66;15.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CARTEIRA MASCULINA";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000240";"Produto";"CINTO MASCULINO COURO";13.00;25.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;1.000;"FORNC FRANCISCO";"";"";"";"";"";"";"";"";"";"";"";"";"CINTO MASCULINO COURO";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000241";"Produto";"CORRENTES FEMININA";5.00;10.00;0.00;0.00;"Unidade";"Sim";"BIJUTERIAS";"ACESSORIOS";"Sim";0.000;5.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CORRENTES FEMININA";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000242";"Produto";"BLUSA REGATA SUPLEX";10.00;25.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA REGATA SUPLEX";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000243";"Produto";"MAQUIAGEM DIVERSAS";10.00;15.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS DIVERSOS";"COSMETICOS";"Sim";0.000;9.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MAQUIAGEM DIVERSAS";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000244";"Produto";"CORTADOR DE UNHA MASTER";2.00;4.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CORTADOR DE UNHA MASTER";0.00;4.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000245";"Produto";"ELASTICO CABELO EMBALAGEM COM 5 UN";0.83;4.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;29.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"ELASTICO CABELO EMBALAGEM COM 5 UN";0.00;4.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000246";"Produto";"ELASTICO CABELO TECIDO";2.50;5.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"ELASTICO CABELO TECIDO";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000247";"Produto";"ESCOVA DE DENTES";2.08;4.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"ESCOVA DE DENTES";0.00;4.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000248";"Produto";"FAIXA PARA CABELO ADULTO";5.00;10.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"FAIXA PARA CABELO ADULTO";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000249";"Produto";"FAIXA PARA CABELO INFANTIL";2.00;5.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"FAIXA PARA CABELO INFANTIL";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000250";"Produto";"FONE DE OUVIDO SONYA ESTEREO";3.64;10.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"FONE DE OUVIDO SONYA ESTEREO";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000251";"Produto";"ISQUEIRO";1.50;3.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;-8.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"ISQUEIRO";0.00;3.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000252";"Produto";"TIARA INFANTIL KIT";2.33;6.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;-1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TIARA INFANTIL KIT";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000253";"Produto";"TIARA ARAME";3.00;6.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TIARA ARAME";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000254";"Produto";"LANTERNA";15.00;40.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;2.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"LANTERNA";0.00;40.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000255";"Produto";"BOLSA DE VIAGEM GRANDE";45.00;90.00;0.00;0.00;"Unidade";"Não";"BOLSAS E MALAS";"ACESSORIOS";"Sim";0.000;-1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BOLSA DE VIAGEM GRANDE";0.00;90.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000256";"Produto";"BOLSA VIAGEM MEDIA";37.50;75.00;0.00;0.00;"Unidade";"Não";"BOLSAS E MALAS";"ACESSORIOS";"Sim";0.000;-2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BOLSA VIAGEM MEDIA";0.00;75.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000257";"Produto";"BOLSA DE VIAGEM PEQUENA";15.00;30.00;0.00;0.00;"Unidade";"Não";"BOLSAS E MALAS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BOLSA DE VIAGEM PEQUENA";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000258";"Produto";"MOCHILA ESCOLAR";15.00;25.00;0.00;0.00;"Unidade";"Não";"BOLSAS E MALAS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MOCHILA ESCOLAR";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000259";"Produto";"OCULOS DE SOL DIVERSOS";7.27;10.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;11.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"OCULOS DE SOL DIVERSOS";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000260";"Produto";"OCULOS DE SOL FRANCISCO";10.00;20.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;8.000;"FORNC FRANCISCO";"";"";"";"";"";"";"";"";"";"";"";"";"OCULOS DE SOL FRANCISCO";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000261";"Produto";"OCULOS DE GRAU";8.00;15.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;9.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"OCULOS DE GRAU";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000262";"Produto";"PALITO CABELO";1.00;2.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;3.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PALITO CABELO";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000263";"Produto";"PIRANHA DE CABELO METAL PAR";1.00;5.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;-1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PIRANHA DE CABELO METAL PAR";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000264";"Produto";"PRESILHA GRAMPO PAR";1.00;2.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PRESILHA GRAMPO PAR";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000265";"Produto";"PILHA DIVERSAS";2.00;4.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;10.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PILHA DIVERSAS";0.00;4.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000266";"Produto";"PINÇAS PARA SOMBRACELHA MASTER";1.00;2.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;6.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PINÇAS PARA SOMBRACELHA MASTER";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000267";"Produto";"PIRANHA PARA CABELO GRANDE";1.00;2.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;9.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PIRANHA PARA CABELO GRANDE";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000268";"Produto";"PIRANHA MINE EMBALAGEM";0.83;2.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PIRANHA MINE EMBALAGEM";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000269";"Produto";"MINE ELASTICO PARA CABELO";0.58;2.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;30.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"MINE ELASTICO PARA CABELO";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000270";"Produto";"PIRCING UMBIGO";1.50;3.00;0.00;0.00;"Unidade";"Sim";"BIJUTERIAS";"ACESSORIOS";"Sim";0.000;-3.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PIRCING UMBIGO";0.00;3.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000271";"Produto";"PIRCING KIT";3.50;7.00;0.00;0.00;"Unidade";"Sim";"BIJUTERIAS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PIRCING KIT";0.00;7.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000272";"Produto";"PORTA RETRATO GRANDE";6.00;12.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PORTA RETRATO GRANDE";0.00;12.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000273";"Produto";"PORTA RETRATO PEQUENO";3.00;6.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PORTA RETRATO PEQUENO";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000274";"Produto";"PRESILHA BANANA";2.50;5.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PRESILHA BANANA";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000275";"Produto";"PULSEIRA";2.33;5.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PULSEIRA";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000276";"Produto";"RAQUETE MATA MOSCA";15.00;30.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"RAQUETE MATA MOSCA";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000277";"Produto";"RELOGIO DIGITAL";12.00;20.00;0.00;0.00;"Unidade";"Não";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"RELOGIO DIGITAL";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000278";"Produto";"RELOGIO FEMININO";15.00;30.00;0.00;0.00;"Unidade";"Não";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"RELOGIO FEMININO";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000279";"Produto";"RELOGIO MASCULINO";17.00;35.00;0.00;0.00;"Unidade";"Não";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"RELOGIO MASCULINO";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000280";"Produto";"SUPER BONDER";1.25;2.50;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"SUPER BONDER";0.00;2.50;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000281";"Produto";"TELA PARA CABELO";0.83;2.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;10.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TELA PARA CABELO";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000282";"Produto";"TIARA INFANTIL COLORS";1.50;3.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;5.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TIARA INFANTIL COLORS";0.00;3.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000283";"Produto";"TIARA ORELHA";3.00;6.00;0.00;0.00;"Unidade";"Não";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TIARA ORELHA";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000284";"Produto";"TIARA POMPOM/PRETA";5.00;10.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;-1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TIARA POMPOM/PRETA";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000285";"Produto";"TIC TAC DIVERSOS PAR";0.25;1.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;23.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TIC TAC DIVERSOS PAR";0.00;1.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000286";"Produto";"TRIPE PARA CELULAR";4.29;10.00;0.00;0.00;"Unidade";"Não";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TRIPE PARA CELULAR";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000287";"Produto";"BATERIA PARA CARRINHO DE CONTROLE";2.50;5.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;10.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BATERIA PARA CARRINHO DE CONTROLE";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000288";"Produto";"CABO P/ CELULAR 3 PONTAS";15.00;20.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CABO P/ CELULAR 3 PONTAS";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000289";"Produto";"CABO PARA CELULAR SHO V8";2.70;15.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;8.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"CABO PARA CELULAR SHO V8";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000290";"Produto";"CABO CARREGADOR PARA CELULAR SH CAIXA";4.80;15.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;-14.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"CABO CARREGADOR PARA CELULAR SH CAIXA";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000291";"Produto";"CABO CARREGADOR PARA CELULAR EXBON";12.00;20.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CABO CARREGADOR PARA CELULAR EXBON";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000292";"Produto";"CABO CARREGADOR PARA CELULAR IPHONE";5.00;10.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CABO CARREGADOR PARA CELULAR IPHONE";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000293";"Produto";"CAIXA RADIO P";20.00;40.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CAIXA RADIO P";0.00;40.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000294";"Produto";"CARREGADOR PARA CELULAR INOVA";13.00;25.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"CARREGADOR PARA CELULAR INOVA";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000295";"Produto";"RADIO INOVA MEDIO";35.00;80.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;-4.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"RADIO INOVA MEDIO";0.00;80.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000296";"Produto";"FONDE DE OUVIDO INOVA";6.00;13.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"FONDE DE OUVIDO INOVA";0.00;13.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000297";"Produto";"FONE DE OUVIDO GATO";25.00;49.90;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"FONE DE OUVIDO GATO";0.00;49.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000298";"Produto";"FONE DE OUVIDO INOVA CAIXA";30.00;59.90;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"FONE DE OUVIDO INOVA CAIXA";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000299";"Produto";"FONE DE OUVIDO JBL";25.00;49.90;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"FONE DE OUVIDO JBL";0.00;49.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000300";"Produto";"MINI LIQUIDIFICADOR";30.00;59.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MINI LIQUIDIFICADOR";0.00;59.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000301";"Produto";"MAQUINA DE CORTAR CABELO";60.00;120.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MAQUINA DE CORTAR CABELO";0.00;120.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000302";"Produto";"PELICULA PARA CELULAR SAMSUNG";4.59;10.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PELICULA PARA CELULAR SAMSUNG";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000303";"Produto";"PILHA PARA PORTAO ELETRONICO";2.50;5.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PILHA PARA PORTAO ELETRONICO";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000304";"Produto";"RADIO SOM G";90.00;180.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"RADIO SOM G";0.00;180.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000305";"Produto";"RADIO RETRO";70.00;120.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"RADIO RETRO";0.00;120.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000306";"Produto";"BATOM 24HS";2.80;5.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS DIVERSOS";"MAQUIAGEM";"Sim";0.000;5.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"BATOM 24HS";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000307";"Produto";"BATOM 24HS AVON";14.99;30.00;0.00;0.00;"Unidade";"Não";"COSMETICOS AVON";"MAQUIAGEM AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"BATOM 24HS AVON";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000308";"Produto";"BATOM FACES NATURA";12.53;19.90;0.00;0.00;"Unidade";"Sim";"COSMETICOS DIVERSOS";"MAQUIAGEM";"Sim";0.000;3.000;"NATUURA";"";"";"";"";"";"";"";"";"";"";"";"";"BATOM FACES NATURA";0.00;19.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000309";"Produto";"BATOM/BRILHO";2.00;5.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS DIVERSOS";"MAQUIAGEM";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BATOM/BRILHO";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
