Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
"2000000000389";"Produto";"MASCARA P CILIOS SURPERSHOCK AVON";17.95;35.90;0.00;0.00;"Unidade";"Sim";"COSMETICOS AVON";"MAQUIAGEM AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"Mercadoria para Revenda";"";"NACIONAL";"";"";"";"";"";"MASCARA P CILIOS SURPERSHOCK AVON";0.00;35.90;0.000;0.000;0.000;0.000;"";"";"";""
"18346-0";"Produto";"BASE LIQ MATTE AVON";10.50;20.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS AVON";"MAQUIAGEM AVON";"Sim";0.000;3.000;"AVON";"";"";"";"";"Mercadoria para Revenda";"";"NACIONAL";"";"";"";"";"";"BASE LIQ MATTE AVON";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000390";"Produto";"CABO CARREGADOR  DE CELULAR LUCAS";5.00;15.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;10.000;"LUCAS";"";"";"";"";"";"";"";"";"";"";"";"";"CABO CARREGADOR  DE CELULAR LUCAS";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000391";"Produto";"FONTE CARREGADIR CEL";10.00;20.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"FONTE CARREGADIR CEL";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000392";"Produto";"LUMINARIA DE MESA";25.00;40.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"LUMINARIA DE MESA";0.00;40.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000393";"Produto";"FONE DE OUVIDO INOVA CX";7.00;15.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"FONE DE OUVIDO INOVA CX";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000394";"Produto";"FONE DE OUVIDO INOVA WIRELLES";30.00;50.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"FONE DE OUVIDO INOVA WIRELLES";0.00;50.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000395";"Produto";"CARREGADOR DE CEL PORTATIL";30.00;60.00;0.00;0.00;"Unidade";"Não";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"CARREGADOR DE CEL PORTATIL";0.00;60.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000396";"Produto";"KIT LOÇAO E SABONETE AVON";22.71;40.00;0.00;0.00;"Unidade";"Não";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"KIT LOÇAO E SABONETE AVON";0.00;40.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000397";"Produto";"KIT EGEO BLUE BOTICARIO";106.16;130.00;0.00;0.00;"Unidade";"Não";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;0.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"KIT EGEO BLUE BOTICARIO";0.00;130.00;0.000;0.000;0.000;0.000;"";"";"";""
"222921";"Produto";"SHORT FEMININO BELBELITA VERDE";0.00;99.90;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (17/05/2022)";"";"";""
"01653";"Produto";"CALÇA MOLETON TIC TAC";31.84;65.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;9.000;"TIC TAC";"";"";"";"";"Mercadoria para Revenda";"61046200";"NACIONAL";"";"";"";"";"";"CALÇA MOLETON TIC TAC";0.00;65.00;0.000;0.000;0.000;0.000;"";"";"";""
"01687";"Produto";"CALÇA VISCOSE TIC TAC";24.00;49.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"TIC TAC";"";"";"";"";"Mercadoria para Revenda";"61046900";"NACIONAL";"";"";"";"";"";"CALÇA VISCOSE TIC TAC";0.00;49.90;0.000;0.000;0.000;0.000;"";"";"";""
"01674";"Produto";"BLUSA MANGA VISCOSE TIC TAC";23.25;49.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;4.000;"TIC TAC";"";"";"";"";"Mercadoria para Revenda";"61069000";"NACIONAL";"";"";"";"";"";"BLUSA MANGA VISCOSE TIC TAC";0.00;49.90;0.000;0.000;0.000;0.000;"";"";"";""
"01663";"Produto";"CASACO MOLETON PLU SYS TIC TAC";42.10;79.90;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"TIC TAC";"";"";"";"";"Mercadoria para Revenda";"61012000";"NACIONAL";"";"";"";"";"";"CASACO MOLETON PLU SYS TIC TAC";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"01658";"Produto";"CASACO MOLETON C/ CAPUZ ZIPER TIC TAC";39.80;79.90;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;-1.000;"TIC TAC";"";"";"";"";"Mercadoria para Revenda";"61012000";"NACIONAL";"";"";"";"";"";"CASACO MOLETON C/ CAPUZ ZIPER TIC TAC";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"01671";"Produto";"CASACO MOLETON TRADICIONAL TIC TAC";31.86;69.90;0.00;0.00;"Unidade";"Sim";"ADULTO";"";"Sim";0.000;1.000;"TIC TAC";"";"";"";"";"Mercadoria para Revenda";"61069000";"NACIONAL";"";"";"";"";"";"CASACO MOLETON TRADICIONAL TIC TAC";0.00;69.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000398";"Produto";"MEIA CALÇA";9.00;20.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"MEIA CALÇA";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000399";"Produto";"CALÇA MASC JENAS SH JK";42.76;99.90;0.00;0.00;"Unidade";"Não";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇA MASC JENAS SH JK";0.00;99.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000400";"Produto";"CALÇA  CARGO MUITO MAIS";81.51;180.00;0.00;0.00;"Unidade";"Não";"UNISSEX ADULTO";"VESTUARIO ADULTO";"Sim";0.000;10.000;"MUITO MAIS";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇA  CARGO MUITO MAIS";0.00;180.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000401";"Produto";"CALÇA MASC JEANS DENIN SH";34.13;85.00;0.00;0.00;"Unidade";"Não";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇA MASC JEANS DENIN SH";0.00;85.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000402";"Produto";"CALÇAS E CASACOS  FRIO DZ";12.00;20.00;0.00;0.00;"Unidade";"Sim";"INFANTIL/ JUVENIL";"INFANTIL";"Sim";0.000;5.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇAS E CASACOS  FRIO DZ";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000403";"Produto";"BERMUDA JEANS MASC ANTIKA SH";34.02;79.90;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;1.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"BERMUDA JEANS MASC ANTIKA SH";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"7896007990528";"Produto";"BARBEADOR DESCARTAVEL FLEXOR C/2";5.00;5.00;0.00;0.00;"Unidade";"Não";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (20/05/2022)";"";"";""
"74473";"Produto";"GLAMOUR DES COL FEVER 75 ML  O BOTICARIO";105.32;154.90;0.00;0.00;"Unidade";"Sim";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;-1.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"GLAMOUR DES COL FEVER 75 ML  O BOTICARIO";0.00;154.90;0.000;0.000;0.000;0.000;"";"";"";""
"28813";"Produto";"ACCORDES  DES COLONIA 80 ML O BOTICARIO";112.12;164.90;0.00;0.00;"Unidade";"Não";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;0.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"ACCORDES  DES COLONIA 80 ML O BOTICARIO";0.00;164.90;0.000;0.000;0.000;0.000;"";"";"";""
"73607";"Produto";"MALBEC DES COL 100 ML V3 O BOTICARIO";127.42;219.00;0.00;0.00;"Unidade";"Sim";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;-1.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"MALBEC DES COL 100 ML V3 O BOTICARIO";0.00;219.00;0.000;0.000;0.000;0.000;"";"";"";""
"77117";"Produto";"ESTOJO MALBEC O BOTICARIO";105.32;123.90;0.00;0.00;"Unidade";"Não";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;0.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"ESTOJO MALBEC O BOTICARIO";0.00;123.90;0.000;0.000;0.000;0.000;"";"";"";""
"73918";"Produto";"CUIDE BEM SHAMPOO RESTAURA ALMA O BOTICARIO";0.01;22.90;0.00;0.00;"Unidade";"Não";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;0.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"CUIDE BEM SHAMPOO RESTAURA ALMA O BOTICARIO";0.00;22.90;0.000;0.000;0.000;0.000;"";"";"";""
"83971";"Produto";"LILY DES COLONIA 75ML O BOTICARIO";140.16;199.90;0.00;0.00;"Unidade";"Sim";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;-2.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"LILY DES COLONIA 75ML O BOTICARIO";0.00;199.90;0.000;0.000;0.000;0.000;"";"";"";""
"83590";"Produto";"ARBO BOTANIC DES COLONIA 100 ML O BOTICARIO";108.71;127.90;0.00;0.00;"Unidade";"Não";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;0.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"ARBO BOTANIC DES COLONIA 100 ML O BOTICARIO";0.00;127.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000404";"Produto";"BATOM AVON ULTRA CREMOSO";14.00;20.00;0.00;0.00;"Unidade";"Não";"COSMETICOS AVON";"MAQUIAGEM AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"BATOM AVON ULTRA CREMOSO";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000405";"Produto";"BRILHO LABIAL AVON";3.57;6.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"BRILHO LABIAL AVON";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000406";"Produto";"CREME DEPILATORIO von";9.21;19.90;0.00;0.00;"Unidade";"Não";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"CREME DEPILATORIO von";0.00;19.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000407";"Produto";"PENTES CABO FINO";3.00;5.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;-6.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"PENTES CABO FINO";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000408";"Produto";"PENTE ESCOVA MASC";1.25;3.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;23.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"PENTE ESCOVA MASC";0.00;3.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000409";"Produto";"LANTERNA MINI";3.00;6.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"LANTERNA MINI";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000410";"Produto";"LIXA PARA PÉS";2.50;5.00;0.00;0.00;"Unidade";"Não";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"LIXA PARA PÉS";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000411";"Produto";"PRESILHA INF LACINHO PAR";2.00;4.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;2.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"PRESILHA INF LACINHO PAR";0.00;4.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000412";"Produto";"KIT AGULHAS";2.50;5.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;-1.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"KIT AGULHAS";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000413";"Produto";"BATOM DE CACAU";2.50;5.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS DIVERSOS";"MAQUIAGEM";"Sim";0.000;6.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"BATOM DE CACAU";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000414";"Produto";"DESINTOPIDOR DE  FOGAO";1.00;2.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;8.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"DESINTOPIDOR DE  FOGAO";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000415";"Produto";"ELASTICO DE CABELO INF POMPOM";1.62;3.00;0.00;0.00;"Unidade";"Não";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"ELASTICO DE CABELO INF POMPOM";0.00;3.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000416";"Produto";"LAMINA P BARBEADOR CX C/5";2.50;5.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;0.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"LAMINA P BARBEADOR CX C/5";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000417";"Produto";"UNHA POSTIÇA DECORADA";3.00;6.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;1.000;"MARIO BIJU";"";"";"";"";"";"";"";"";"";"";"";"";"UNHA POSTIÇA DECORADA";0.00;6.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000418";"Produto";"BARBEADOR DESCARTAVEL";0.95;2.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;10.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"BARBEADOR DESCARTAVEL";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000419";"Produto";"POCHETE FRANCISCO";18.00;30.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;0.000;"FORNC FRANCISCO";"";"";"";"";"";"";"";"";"";"";"";"";"POCHETE FRANCISCO";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000420";"Produto";"CUECA BOX JUVENIL";5.00;10.00;0.00;0.00;"Unidade";"Sim";"LINGERIE INFANTIL";"LINGERIE INFANTIL";"Sim";0.000;14.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"CUECA BOX JUVENIL";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000421";"Produto";"CUECA BOX FEM";4.00;8.00;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"TANGAS";"Sim";0.000;4.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"CUECA BOX FEM";0.00;8.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000422";"Produto";"PEN DRIVE";18.00;30.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"PEN DRIVE";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000423";"Produto";"CASACO FRIO SANTOS";165.00;200.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;1.000;"SANTOS";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO FRIO SANTOS";0.00;200.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000424";"Produto";"CALÇA JEANS  FEM WIDE MMM";127.40;150.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"MUITO MAIS";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇA JEANS  FEM WIDE MMM";0.00;150.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000425";"Produto";"KIT MUSK MARINE 3 UN AVON";12.75;30.00;0.00;0.00;"Unidade";"Não";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"KIT MUSK MARINE 3 UN AVON";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000426";"Produto";"OLEO CABELO 30 ML AVON";14.19;20.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"OLEO CABELO 30 ML AVON";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000427";"Produto";"KIT CREME DE MAO ENCANTO AVON";12.75;25.00;0.00;0.00;"Unidade";"Sim";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"KIT CREME DE MAO ENCANTO AVON";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000428";"Produto";"CREME DE MAO GLAMOUROSA AVON";4.64;10.00;0.00;0.00;"Unidade";"Não";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"CREME DE MAO GLAMOUROSA AVON";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000429";"Produto";"SHORT JEANS FEM STRONDER";38.90;79.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"VALDIR";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT JEANS FEM STRONDER";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000430";"Produto";"BERMUDA JEANS MASC STRONDER";49.90;99.90;0.00;0.00;"Unidade";"Não";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"VALDIR";"";"";"";"";"";"";"";"";"";"";"";"";"BERMUDA JEANS MASC STRONDER";0.00;99.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000431";"Produto";"SHORT FEM  TOP DOZE";17.00;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;1.000;"TOP DOZE";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEM  TOP DOZE";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"1681";"Produto";"colete tic tac";30.00;30.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (06/08/2022)";"";"";""
"2000000000432";"Produto";"XAROPE DA VOVÓ";17.50;25.00;0.00;0.00;"Unidade";"Não";"DIVERSOS";"DIVERSOS";"Sim";0.000;0.000;"FORNECEDOR MARCOS";"";"";"";"";"";"";"";"";"";"";"";"";"XAROPE DA VOVÓ";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000433";"Produto";"EGEO DES COL 90 ML O BOTICARIO";83.22;139.90;0.00;0.00;"Unidade";"Sim";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;-4.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"EGEO DES COL 90 ML O BOTICARIO";0.00;139.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000434";"Produto";"RADIO JBL";30.00;80.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;1.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"RADIO JBL";0.00;80.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000435";"Produto";"FONE DE OUVIDO REDSET";13.90;39.90;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"FONE DE OUVIDO REDSET";0.00;39.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000436";"Produto";"BLACK ESSENTIAL DEO COL 100ML  AVON";35.00;50.00;0.00;0.00;"Unidade";"Não";"PERFUMARIA AVON";"PERFUMARIA AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"BLACK ESSENTIAL DEO COL 100ML  AVON";0.00;50.00;0.000;0.000;0.000;0.000;"";"";"";""
"00000001000";"Produto";"desodorante creme avon";6.79;9.99;0.00;0.00;"Unidade";"Sim";"";"";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;9.99;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (05/09/2022)";"";"";""
"2000000000437";"Produto";"sabonete pessegura boticario";28.82;34.00;0.00;0.00;"Unidade";"Não";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;1.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"sabonete pessegura boticario";0.00;34.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000438";"Produto";"coffe des. col. 100ml boticario";135.92;199.90;0.00;0.00;"Unidade";"Sim";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;0.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"coffe des. col. 100ml boticario";0.00;199.90;0.000;0.000;0.000;0.000;"";"";"";""
"75971";"Produto";"loçao des spa rosé boticario";69.90;69.90;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (21/09/2022)";"";"";""
"71877";"Produto";"crazy colonia 100ml boticario";115.00;115.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (24/09/2022)";"";"";""
"909189";"Produto";"coloraçao avon";14.00;14.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (24/09/2022)";"";"";""
"20000050";"Produto";"boneca que faz xixi";80.00;80.00;0.00;0.00;"Unidade";"Não";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (24/09/2022)";"";"";""
"2000000000439";"Produto";"CAMISETA BRASIL";18.00;35.00;0.00;0.00;"Unidade";"Não";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"FORNC FRANCISCO";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETA BRASIL";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000440";"Produto";"BRINQUEDO PAN DE 25";13.43;25.00;0.00;0.00;"Unidade";"Não";"BRINQUEDOS";"BRINQUEDOS";"Sim";0.000;0.000;"PLANETA";"";"";"";"";"";"";"";"";"";"";"";"";"BRINQUEDO PAN DE 25";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000441";"Produto";"BRINQUEDOS PAN 20";9.41;20.00;0.00;0.00;"Unidade";"Sim";"BRINQUEDOS";"BRINQUEDOS";"Sim";0.000;5.000;"PLANETA";"";"";"";"";"";"";"";"";"";"";"";"";"BRINQUEDOS PAN 20";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000442";"Produto";"BRINQUEDOS PAN 15";6.79;15.00;0.00;0.00;"Unidade";"Não";"BRINQUEDOS";"BRINQUEDOS";"Sim";0.000;0.000;"PLANETA";"";"";"";"";"";"";"";"";"";"";"";"";"BRINQUEDOS PAN 15";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000443";"Produto";"CARRO MONTE E DESMONTE PAN";14.99;29.90;0.00;0.00;"Unidade";"Não";"BRINQUEDOS";"BRINQUEDOS";"Sim";0.000;0.000;"PLANETA";"";"";"";"";"";"";"";"";"";"";"";"";"CARRO MONTE E DESMONTE PAN";0.00;29.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000444";"Produto";"CARRINHO PARA BONECA PAN";29.99;55.00;0.00;0.00;"Unidade";"Não";"BRINQUEDOS";"BRINQUEDOS";"Sim";0.000;0.000;"PLANETA";"";"";"";"";"";"";"";"";"";"";"";"";"CARRINHO PARA BONECA PAN";0.00;55.00;0.000;0.000;0.000;0.000;"";"";"";""
